account_id,account_number,account_name,portfolio_id,branch_id,officer_id,customer_id,approval_date,loan_amount,interest_rate,status,ltv_ratio,collateral_type
20,ACC_00000020,Loan_20,1,1,2,CUST_000134,2024-12-18T17:09:49.373974,462702.2971755645,0.07250082664761831,Active,0.4998045798313465,Equipment
21,ACC_00000021,Loan_21,2,1,2,CUST_000175,2025-04-29T17:09:49.375983,199300.46821682446,0.10827687720414643,Closed,0.5708446022601414,Equipment
22,ACC_00000022,Loan_22,2,1,1,CUST_000345,2024-11-12T17:09:49.375983,82160.94527725382,0.09128904648324009,Active,0.5114615649159451,Building
23,ACC_00000023,Loan_23,2,1,3,CUST_000212,2025-12-12T17:09:49.375983,449581.3644792528,0.2405330856196733,Active,0.7721568635379972,Land
24,ACC_00000024,Loan_24,2,1,3,CUST_000040,2024-05-24T17:09:49.375983,463137.014215213,0.2157859782386024,Active,0.36487401148625764,Land
25,ACC_00000025,Loan_25,2,1,3,CUST_000159,2025-09-10T17:09:49.377991,245102.38882320278,0.10125863245892153,Active,0.4744751665331085,Building
26,ACC_00000026,Loan_26,2,1,3,CUST_000153,2025-03-12T17:09:49.377991,160818.8837398942,0.06046975336192049,Defaulted,0.6848942214385727,Equipment
27,ACC_00000027,Loan_27,2,1,3,CUST_000465,2025-03-28T17:09:49.377991,125826.81338383816,0.19580268425859376,Active,0.8888262625957171,Land
28,ACC_00000028,Loan_28,2,1,3,CUST_000303,2024-08-17T17:09:49.380000,194146.85793221171,0.1688818767618146,Active,0.4535297316268651,Building
29,ACC_00000029,Loan_29,2,1,2,CUST_000469,2025-01-17T17:09:49.380000,257322.51277109722,0.13071789415302953,Active,0.43578257169074075,Equipment
30,ACC_00000030,Loan_30,2,1,1,CUST_000148,2026-02-04T17:09:49.380000,436280.08927061036,0.21549619195140124,Active,0.6600743639636979,Land
31,ACC_00000031,Loan_31,2,1,2,CUST_000500,2025-07-08T17:09:49.382008,110606.55440726262,0.1150780847122479,Active,0.6723355172513992,Land
32,ACC_00000032,Loan_32,2,1,2,CUST_000417,2024-06-06T17:09:49.382008,418619.6059858265,0.05363991843021054,Closed,0.8681376152052254,Land
33,ACC_00000033,Loan_33,2,1,3,CUST_000452,2025-02-20T17:09:49.382008,249476.21934209278,0.17373746994239425,Active,0.723047956910275,Equipment
34,ACC_00000034,Loan_34,2,1,3,CUST_000084,2025-04-10T17:09:49.384017,454784.50286347803,0.21170265465208216,Defaulted,0.30697596077121997,Building
35,ACC_00000035,Loan_35,2,1,2,CUST_000500,2024-09-09T17:09:49.384697,262812.4371915483,0.16808074513078125,Active,0.8837411827180239,Unsecured
36,ACC_00000036,Loan_36,2,1,3,CUST_000343,2025-03-12T17:09:49.388715,225420.91232572915,0.11920048259445529,Active,0.7491353914024061,Unsecured
37,ACC_00000037,Loan_37,2,1,2,CUST_000499,2024-10-04T17:09:49.388715,180708.18533814678,0.22853553066898036,Active,0.6874589704157621,Land
38,ACC_00000038,Loan_38,2,1,3,CUST_000357,2024-05-25T17:09:49.388715,263304.59981010325,0.13681527883938394,Active,0.5929316155195432,Land
39,ACC_00000039,Loan_39,2,1,2,CUST_000088,2025-07-30T17:09:49.388715,110787.9225520266,0.10344145535131383,Active,0.6089894422174835,Land
40,ACC_00000040,Loan_40,2,1,2,CUST_000022,2024-06-20T17:09:49.394032,207055.5754996219,0.10256460524247775,Active,0.7933097434900405,Land
41,ACC_00000041,Loan_41,3,2,4,CUST_000233,2024-10-14T17:09:49.396041,162926.79552006302,0.1997670571793434,Active,0.6799962794190498,Unsecured
42,ACC_00000042,Loan_42,3,2,5,CUST_000464,2025-02-21T17:09:49.397790,236811.21625242394,0.1327697489144334,Active,0.4543282072509771,Building
43,ACC_00000043,Loan_43,3,2,6,CUST_000122,2024-08-03T17:09:49.399797,410931.73917396856,0.17013558459104106,Restructured,0.6761590985579147,Building
44,ACC_00000044,Loan_44,3,2,4,CUST_000068,2024-10-10T17:09:49.401979,327320.4630645625,0.13269778267950097,Active,0.6260671131251356,Building
45,ACC_00000045,Loan_45,3,2,5,CUST_000371,2025-06-02T17:09:49.401979,439138.22768083605,0.12621242935711321,Active,0.8223605055454271,Building
46,ACC_00000046,Loan_46,3,2,6,CUST_000425,2025-04-24T17:09:49.403989,47013.98868399125,0.11663663109920537,Defaulted,0.7827199769066626,Equipment
47,ACC_00000047,Loan_47,3,2,5,CUST_000356,2026-01-28T17:09:49.405996,296774.3941991033,0.06107582682959159,Active,0.8298917918230992,Unsecured
48,ACC_00000048,Loan_48,3,2,4,CUST_000482,2026-03-21T17:09:49.411862,295449.54809487355,0.18193318633814964,Active,0.4451217816682742,Land
49,ACC_00000049,Loan_49,3,2,4,CUST_000150,2025-08-31T17:09:49.411862,314275.9614260104,0.15014111809877706,Active,0.6236247352944166,Equipment
50,ACC_00000050,Loan_50,3,2,4,CUST_000223,2026-03-13T17:09:49.413885,53556.71128928581,0.24509809966621116,Active,0.5045314346815107,Land
51,ACC_00000051,Loan_51,3,2,5,CUST_000067,2024-06-11T17:09:49.419090,272830.10579531506,0.11330042798205815,Closed,0.8581988599178731,Building
52,ACC_00000052,Loan_52,3,2,4,CUST_000316,2025-07-08T17:09:49.421097,27478.027261433326,0.07991794058267238,Active,0.37862532548725947,Equipment
53,ACC_00000053,Loan_53,3,2,4,CUST_000171,2025-05-04T17:09:49.421097,66827.45259044785,0.24537229375931274,Restructured,0.8620316875964109,Building
54,ACC_00000054,Loan_54,3,2,6,CUST_000302,2025-06-30T17:09:49.423107,153334.4201759561,0.1879157740624755,Active,0.4376019431430437,Building
55,ACC_00000055,Loan_55,3,2,6,CUST_000320,2025-09-25T17:09:49.423107,59340.05805340904,0.17950379745980916,Active,0.3566903251073782,Equipment
56,ACC_00000056,Loan_56,3,2,5,CUST_000284,2025-06-16T17:09:49.423107,317105.907680929,0.1796966683740256,Active,0.41008992261601385,Unsecured
57,ACC_00000057,Loan_57,3,2,6,CUST_000480,2025-10-30T17:09:49.425116,240715.764460495,0.23411674381781733,Active,0.43591718713619965,Unsecured
58,ACC_00000058,Loan_58,3,2,6,CUST_000247,2025-12-03T17:09:49.425116,315886.99291946046,0.07454818929179657,Active,0.8910573140038787,Equipment
59,ACC_00000059,Loan_59,3,2,6,CUST_000149,2025-06-18T17:09:49.425116,159384.40368639914,0.0732815372929639,Active,0.8905855145175214,Equipment
60,ACC_00000060,Loan_60,3,2,4,CUST_000288,2025-01-11T17:09:49.427125,477465.19088162476,0.06440432407315444,Active,0.6888172763640993,Land
61,ACC_00000061,Loan_61,4,2,5,CUST_000125,2024-06-21T17:09:49.427125,84164.87409528792,0.12168988942671273,Active,0.48954916947338156,Equipment
62,ACC_00000062,Loan_62,4,2,4,CUST_000213,2025-08-29T17:09:49.427125,446409.0532236079,0.0909337895187895,Defaulted,0.48061565222501934,Building
63,ACC_00000063,Loan_63,4,2,6,CUST_000423,2025-03-28T17:09:49.429132,268324.6355856958,0.1250482813780497,Active,0.4169756976201063,Building
64,ACC_00000064,Loan_64,4,2,4,CUST_000071,2025-09-03T17:09:49.429132,469523.7486293078,0.2464596872640839,Defaulted,0.7945075112063662,Building
65,ACC_00000065,Loan_65,4,2,6,CUST_000141,2024-09-10T17:09:49.429132,193852.67333371352,0.08516814107564649,Closed,0.7246329960130353,Land
66,ACC_00000066,Loan_66,4,2,5,CUST_000439,2025-04-25T17:09:49.429132,61159.574704001374,0.09295831964453422,Active,0.513607636289398,Unsecured
67,ACC_00000067,Loan_67,4,2,6,CUST_000211,2024-07-28T17:09:49.431140,213805.25727452294,0.13455158416682067,Closed,0.8025965434656332,Building
68,ACC_00000068,Loan_68,4,2,6,CUST_000271,2024-12-29T17:09:49.431140,345171.44538465183,0.22618465981764768,Active,0.4631957857561435,Building
69,ACC_00000069,Loan_69,4,2,6,CUST_000078,2026-01-14T17:09:49.433861,382322.17615603626,0.062205542286483985,Restructured,0.6136118346997568,Equipment
70,ACC_00000070,Loan_70,4,2,4,CUST_000265,2025-07-29T17:09:49.433861,208327.90274592408,0.15045338777043987,Closed,0.35005460532669214,Unsecured
71,ACC_00000071,Loan_71,4,2,5,CUST_000261,2025-10-23T17:09:49.435873,403124.9085545929,0.07782200036893534,Active,0.7136246171040563,Land
72,ACC_00000072,Loan_72,4,2,6,CUST_000005,2025-04-17T17:09:49.435873,428642.3560348433,0.1948611259462314,Closed,0.5969014231043224,Land
73,ACC_00000073,Loan_73,4,2,4,CUST_000367,2025-11-14T17:09:49.435873,347632.21274815797,0.21379526360331996,Closed,0.8505496704179047,Unsecured
74,ACC_00000074,Loan_74,4,2,5,CUST_000119,2025-01-12T17:09:49.437881,335770.5634936317,0.22196638908286043,Active,0.7245154010009883,Building
75,ACC_00000075,Loan_75,4,2,6,CUST_000326,2024-09-04T17:09:49.437881,247324.52361725672,0.16257462664180133,Active,0.38204522728426227,Equipment
76,ACC_00000076,Loan_76,4,2,5,CUST_000139,2026-02-23T17:09:49.437881,330570.74607258994,0.09938773867836762,Closed,0.6795619998012461,Building
77,ACC_00000077,Loan_77,4,2,5,CUST_000318,2026-02-02T17:09:49.437881,408721.7212559834,0.2495880832568272,Active,0.3115790252409555,Equipment
78,ACC_00000078,Loan_78,4,2,4,CUST_000262,2025-12-06T17:09:49.439889,379655.47747793654,0.09143538549728208,Active,0.648029195601824,Building
79,ACC_00000079,Loan_79,4,2,6,CUST_000210,2024-07-22T17:09:49.439889,100417.20075592108,0.0854516573523203,Active,0.8105758672774996,Land
80,ACC_00000080,Loan_80,4,2,4,CUST_000183,2024-12-25T17:09:49.439889,26301.920736813725,0.07747947620207417,Active,0.68001887535648,Unsecured
81,ACC_00000081,Loan_81,5,3,8,CUST_000249,2026-03-18T17:09:49.441897,361243.1607759312,0.2274855908996184,Active,0.3643745678951683,Equipment
82,ACC_00000082,Loan_82,5,3,8,CUST_000266,2026-03-05T17:09:49.441897,257021.5832269478,0.19167551583195458,Defaulted,0.7463420591878189,Building
83,ACC_00000083,Loan_83,5,3,7,CUST_000353,2025-05-30T17:09:49.441897,222220.5428361972,0.22290346310934062,Active,0.8074713794617818,Unsecured
84,ACC_00000084,Loan_84,5,3,7,CUST_000072,2025-04-13T17:09:49.443905,162545.64259099297,0.17033375746912205,Active,0.599013055380379,Equipment
85,ACC_00000085,Loan_85,5,3,9,CUST_000269,2025-01-12T17:09:49.443905,316649.83640492585,0.11286174255261008,Active,0.596029902845415,Equipment
86,ACC_00000086,Loan_86,5,3,9,CUST_000239,2025-03-12T17:09:49.443905,294617.06258536055,0.05127556505352329,Active,0.7202038371300594,Equipment
87,ACC_00000087,Loan_87,5,3,8,CUST_000340,2024-12-26T17:09:49.445913,315944.71724651085,0.18025083718194762,Closed,0.6786948470257507,Unsecured
88,ACC_00000088,Loan_88,5,3,7,CUST_000395,2025-12-10T17:09:49.445913,469095.063109416,0.07405989520503356,Closed,0.6207888188628916,Equipment
89,ACC_00000089,Loan_89,5,3,8,CUST_000064,2025-11-06T17:09:49.445913,94775.51938047167,0.24396248513824031,Active,0.6798553580647234,Unsecured
90,ACC_00000090,Loan_90,5,3,9,CUST_000479,2025-04-24T17:09:49.445913,13316.866138062105,0.237338168365046,Active,0.4862461589930077,Building
91,ACC_00000091,Loan_91,5,3,7,CUST_000401,2026-02-08T17:09:49.447921,89195.88568259995,0.21090719597243196,Active,0.3568359528081763,Building
92,ACC_00000092,Loan_92,5,3,8,CUST_000369,2025-07-08T17:09:49.449873,264433.69005953846,0.06426704106547108,Active,0.7545172650162618,Building
93,ACC_00000093,Loan_93,5,3,9,CUST_000049,2025-09-01T17:09:49.449873,83236.87944200696,0.16109337547977443,Closed,0.46108045516477747,Unsecured
94,ACC_00000094,Loan_94,5,3,7,CUST_000270,2025-03-06T17:09:49.449873,270751.66694736615,0.18419585892891016,Active,0.6041602839583164,Building
95,ACC_00000095,Loan_95,5,3,7,CUST_000011,2025-12-01T17:09:49.449873,416654.55110592145,0.10143784235534858,Active,0.3107863987057157,Building
96,ACC_00000096,Loan_96,5,3,7,CUST_000142,2025-11-02T17:09:49.449873,121761.4426601842,0.05690995625633797,Active,0.4725868404923895,Equipment
97,ACC_00000097,Loan_97,5,3,9,CUST_000188,2024-05-26T17:09:49.449873,215140.50096190456,0.15873346831166457,Defaulted,0.6791985629659403,Unsecured
98,ACC_00000098,Loan_98,5,3,7,CUST_000059,2024-09-29T17:09:49.449873,213084.54049820462,0.10656140317299037,Active,0.30329516990374,Land
99,ACC_00000099,Loan_99,5,3,9,CUST_000416,2025-05-05T17:09:49.449873,150477.727916762,0.1854755456514816,Closed,0.7679862976944933,Land
100,ACC_00000100,Loan_100,5,3,8,CUST_000184,2025-11-07T17:09:49.449873,242384.4066761344,0.09202290509819484,Active,0.6102313303517759,Land
101,ACC_00000101,Loan_101,6,3,9,CUST_000019,2024-09-15T17:09:49.456257,180259.1697043437,0.11989878197128193,Active,0.7000261895485229,Equipment
102,ACC_00000102,Loan_102,6,3,7,CUST_000121,2025-08-09T17:09:49.456257,330802.91766900645,0.05518004564205525,Active,0.7709890391992996,Unsecured
103,ACC_00000103,Loan_103,6,3,8,CUST_000479,2025-06-12T17:09:49.456257,181460.4682176996,0.13553806634442173,Active,0.7591181434352922,Unsecured
104,ACC_00000104,Loan_104,6,3,9,CUST_000216,2025-10-31T17:09:49.456257,72997.20970938641,0.18493552570230715,Active,0.32987425375296237,Equipment
105,ACC_00000105,Loan_105,6,3,7,CUST_000148,2026-04-15T17:09:49.456257,108786.47881641053,0.24133064826008643,Defaulted,0.467886035154809,Land
106,ACC_00000106,Loan_106,6,3,9,CUST_000063,2025-06-06T17:09:49.456257,341096.4725928207,0.17217824002829946,Active,0.7000077841402526,Land
107,ACC_00000107,Loan_107,6,3,8,CUST_000338,2025-08-01T17:09:49.456257,160712.97204506234,0.14911380225410986,Defaulted,0.3139215783488961,Building
108,ACC_00000108,Loan_108,6,3,9,CUST_000221,2024-09-30T17:09:49.456257,174683.13394226527,0.23831907199357866,Closed,0.839938524493405,Equipment
109,ACC_00000109,Loan_109,6,3,9,CUST_000031,2024-05-26T17:09:49.456257,308923.76653015416,0.2253121003726189,Active,0.8413617495747465,Building
110,ACC_00000110,Loan_110,6,3,9,CUST_000223,2024-10-15T17:09:49.456257,167217.05366845347,0.21604337659010547,Active,0.446533007395356,Land
111,ACC_00000111,Loan_111,6,3,8,CUST_000469,2025-08-30T17:09:49.456257,304978.3165628138,0.11828124083944386,Active,0.445674592815984,Land
112,ACC_00000112,Loan_112,6,3,8,CUST_000475,2026-02-25T17:09:49.456257,494053.8251748539,0.08477317505747813,Active,0.3659317186099222,Equipment
113,ACC_00000113,Loan_113,6,3,8,CUST_000075,2025-08-25T17:09:49.456257,366262.3448213816,0.0767389585164307,Active,0.8056889121507071,Unsecured
114,ACC_00000114,Loan_114,6,3,7,CUST_000135,2024-07-05T17:09:49.464877,19817.419207926643,0.16649292535830335,Closed,0.447599800902571,Building
115,ACC_00000115,Loan_115,6,3,7,CUST_000151,2024-06-05T17:09:49.464877,300980.5299378652,0.11311981451734548,Defaulted,0.7820825044577185,Equipment
116,ACC_00000116,Loan_116,6,3,8,CUST_000309,2025-02-11T17:09:49.466485,244271.07679491086,0.21655271022979877,Active,0.6708942605909857,Land
117,ACC_00000117,Loan_117,6,3,9,CUST_000397,2024-07-23T17:09:49.466485,267954.51669487456,0.24041044889798419,Closed,0.3913906071688208,Land
118,ACC_00000118,Loan_118,6,3,9,CUST_000086,2025-08-04T17:09:49.466485,240774.44470717784,0.23912187009565777,Active,0.3872301929705158,Land
119,ACC_00000119,Loan_119,6,3,8,CUST_000484,2024-06-06T17:09:49.466485,193229.70760652248,0.22136650437387367,Active,0.39426858981999563,Building
120,ACC_00000120,Loan_120,6,3,8,CUST_000254,2025-03-28T17:09:49.466485,312093.4199476332,0.11330735706634099,Closed,0.43815271853019894,Building
121,ACC_00000121,Loan_121,7,4,12,CUST_000111,2025-09-02T17:09:49.466485,99551.69202456668,0.22099431359773747,Active,0.3274448800608071,Equipment
122,ACC_00000122,Loan_122,7,4,10,CUST_000325,2024-10-15T17:09:49.466485,110525.97875900527,0.158693862574237,Active,0.7650585346733301,Land
123,ACC_00000123,Loan_123,7,4,11,CUST_000184,2025-05-19T17:09:49.466485,398261.6994440259,0.2264410626716919,Active,0.7634523828144248,Unsecured
124,ACC_00000124,Loan_124,7,4,11,CUST_000151,2025-02-07T17:09:49.466485,303521.97853160056,0.1542276390111535,Active,0.3654047917204259,Building
125,ACC_00000125,Loan_125,7,4,12,CUST_000233,2026-02-14T17:09:49.472655,347789.6298750457,0.1268819594337129,Closed,0.8390399568425051,Equipment
126,ACC_00000126,Loan_126,7,4,12,CUST_000351,2024-11-03T17:09:49.473177,142681.08644437377,0.21282717580245297,Active,0.8174092496694942,Equipment
127,ACC_00000127,Loan_127,7,4,12,CUST_000331,2025-08-08T17:09:49.473177,350134.44297584705,0.20392636718064833,Active,0.7226137764534577,Unsecured
128,ACC_00000128,Loan_128,7,4,10,CUST_000285,2024-10-08T17:09:49.473177,236568.3309731657,0.13934460246747707,Active,0.8100919719560304,Building
129,ACC_00000129,Loan_129,7,4,11,CUST_000404,2026-04-16T17:09:49.473177,212947.11597977288,0.15900669823255992,Active,0.3138976960791771,Unsecured
130,ACC_00000130,Loan_130,7,4,11,CUST_000364,2025-07-12T17:09:49.473177,57542.853054197505,0.19303368013483546,Active,0.31967340904790104,Equipment
131,ACC_00000131,Loan_131,7,4,11,CUST_000287,2024-12-15T17:09:49.473177,382390.01144608663,0.1712823781069506,Defaulted,0.7386273218174271,Unsecured
132,ACC_00000132,Loan_132,7,4,11,CUST_000095,2025-06-14T17:09:49.473177,465550.41972506343,0.2079185144409021,Closed,0.7455730375831148,Land
133,ACC_00000133,Loan_133,7,4,11,CUST_000243,2025-12-27T17:09:49.473177,42362.110562079055,0.19328729806211642,Active,0.31859093494989393,Unsecured
134,ACC_00000134,Loan_134,7,4,11,CUST_000417,2025-06-05T17:09:49.473177,325178.2526902745,0.15377962563703584,Active,0.4623478239460894,Unsecured
135,ACC_00000135,Loan_135,7,4,10,CUST_000053,2025-03-27T17:09:49.473177,406238.0242329624,0.0872963198481086,Closed,0.6752058669157687,Land
136,ACC_00000136,Loan_136,7,4,11,CUST_000392,2026-01-29T17:09:49.473177,464120.6098783124,0.15684206480540008,Active,0.5834642144505231,Building
137,ACC_00000137,Loan_137,7,4,10,CUST_000200,2025-05-04T17:09:49.473177,47409.726976522325,0.17398837464033357,Active,0.6939599948394054,Unsecured
138,ACC_00000138,Loan_138,7,4,11,CUST_000133,2025-05-08T17:09:49.480719,9773.094097053774,0.06553928647129324,Active,0.8333293236873569,Land
139,ACC_00000139,Loan_139,7,4,12,CUST_000010,2025-01-24T17:09:49.480719,83405.96772410517,0.054812990521695776,Active,0.483056556690592,Building
140,ACC_00000140,Loan_140,7,4,11,CUST_000016,2025-08-27T17:09:49.480719,386243.127416298,0.09188683808579788,Active,0.4555829144945508,Building
141,ACC_00000141,Loan_141,8,4,12,CUST_000333,2025-04-23T17:09:49.480719,179973.5268384066,0.1242461138145295,Active,0.4385775042304634,Building
142,ACC_00000142,Loan_142,8,4,10,CUST_000208,2025-01-21T17:09:49.483847,227983.69660695732,0.1584835623789323,Closed,0.5255115814919474,Building
143,ACC_00000143,Loan_143,8,4,11,CUST_000086,2025-01-31T17:09:49.483847,54852.747977650695,0.1530508976715501,Active,0.5496109970473322,Building
144,ACC_00000144,Loan_144,8,4,12,CUST_000122,2026-01-14T17:09:49.483847,175838.31840653621,0.13408960070635406,Closed,0.7547582603109808,Building
145,ACC_00000145,Loan_145,8,4,11,CUST_000404,2024-06-14T17:09:49.483847,253312.16604764672,0.15039639551086215,Active,0.7262471162300479,Unsecured
146,ACC_00000146,Loan_146,8,4,12,CUST_000340,2026-03-05T17:09:49.483847,220021.41808370326,0.20786003496523897,Active,0.31988172384965974,Equipment
147,ACC_00000147,Loan_147,8,4,11,CUST_000046,2024-09-12T17:09:49.483847,211167.41412296778,0.15792881294266875,Closed,0.5953404590702953,Unsecured
148,ACC_00000148,Loan_148,8,4,11,CUST_000484,2025-10-27T17:09:49.483847,441748.73942892207,0.2283527481511337,Active,0.7672210270761273,Building
149,ACC_00000149,Loan_149,8,4,12,CUST_000040,2025-07-23T17:09:49.483847,167472.50428302548,0.1933247794891153,Closed,0.3829749710392282,Equipment
150,ACC_00000150,Loan_150,8,4,11,CUST_000140,2024-09-26T17:09:49.483847,123627.43754788316,0.1191241214775538,Closed,0.4307430473335949,Equipment
151,ACC_00000151,Loan_151,8,4,12,CUST_000036,2026-01-11T17:09:49.483847,483667.8647205506,0.2052011912577963,Active,0.5530635640274463,Equipment
152,ACC_00000152,Loan_152,8,4,12,CUST_000110,2025-01-15T17:09:49.483847,386300.4586887017,0.08816507128148306,Active,0.7187667219930065,Building
153,ACC_00000153,Loan_153,8,4,11,CUST_000340,2025-04-17T17:09:49.483847,110730.70800138588,0.1342660227597648,Closed,0.599697692204938,Building
154,ACC_00000154,Loan_154,8,4,12,CUST_000239,2025-05-05T17:09:49.483847,492536.96621557634,0.11840748380160937,Active,0.3551215635871702,Land
155,ACC_00000155,Loan_155,8,4,12,CUST_000255,2025-08-15T17:09:49.483847,37931.99834412587,0.07955782458585613,Active,0.42154217695873863,Building
156,ACC_00000156,Loan_156,8,4,12,CUST_000109,2025-02-10T17:09:49.483847,336214.1103686523,0.16580174476797122,Active,0.8795978558613806,Building
157,ACC_00000157,Loan_157,8,4,11,CUST_000447,2025-04-06T17:09:49.496515,262644.5028569503,0.19505671546982783,Active,0.8120056800078943,Land
158,ACC_00000158,Loan_158,8,4,11,CUST_000273,2025-10-21T17:09:49.500058,76961.76612349803,0.24061578111672505,Active,0.583353650256137,Equipment
159,ACC_00000159,Loan_159,8,4,11,CUST_000149,2024-10-23T17:09:49.500058,94005.14135392959,0.10966813438382364,Active,0.6492014773685811,Building
160,ACC_00000160,Loan_160,8,4,12,CUST_000439,2026-03-19T17:09:49.504723,355520.4910353744,0.16429542364781663,Active,0.40117550668119695,Equipment
161,ACC_00000161,Loan_161,9,5,14,CUST_000402,2025-06-14T17:09:49.542037,219754.38329727823,0.05005395307257872,Closed,0.625148827221949,Building
162,ACC_00000162,Loan_162,9,5,13,CUST_000421,2024-05-21T17:09:49.543619,195280.65220150867,0.0750404895661357,Active,0.857203174357668,Building
163,ACC_00000163,Loan_163,9,5,15,CUST_000285,2025-06-23T17:09:49.546748,165872.56867798066,0.1195443620987054,Active,0.7869785263560313,Land
164,ACC_00000164,Loan_164,9,5,13,CUST_000012,2024-05-22T17:09:49.548753,163796.9399513976,0.13833979232481344,Closed,0.6957578167998226,Unsecured
165,ACC_00000165,Loan_165,9,5,15,CUST_000232,2024-09-26T17:09:49.550234,169565.7402423291,0.209633316617231,Active,0.5147341591173803,Land
166,ACC_00000166,Loan_166,9,5,15,CUST_000388,2025-04-16T17:09:49.553692,29786.73911312208,0.213959667779952,Active,0.832961096894842,Equipment
167,ACC_00000167,Loan_167,9,5,14,CUST_000172,2024-07-17T17:09:49.556316,59396.15127560623,0.18236393573003468,Active,0.8587477065826241,Land
168,ACC_00000168,Loan_168,9,5,14,CUST_000050,2026-02-17T17:09:49.559393,69610.56679725292,0.10889825373500205,Active,0.4024019251943599,Building
169,ACC_00000169,Loan_169,9,5,14,CUST_000467,2026-03-09T17:09:49.561015,361458.2082526551,0.07905926431403319,Active,0.3098486795433862,Building
170,ACC_00000170,Loan_170,9,5,14,CUST_000071,2026-02-26T17:09:49.561015,17875.771014180275,0.2341017743007987,Active,0.3937903593520876,Unsecured
171,ACC_00000171,Loan_171,9,5,13,CUST_000357,2025-07-25T17:09:49.561015,169364.33731254673,0.18793676957759037,Closed,0.7899832144034202,Unsecured
172,ACC_00000172,Loan_172,9,5,13,CUST_000129,2024-07-22T17:09:49.563023,110605.2867142438,0.11435783010084062,Closed,0.41838029588371595,Equipment
173,ACC_00000173,Loan_173,9,5,14,CUST_000001,2025-12-07T17:09:49.563023,111433.43363268118,0.1503406435012669,Active,0.8148386082827623,Land
174,ACC_00000174,Loan_174,9,5,13,CUST_000415,2025-10-10T17:09:49.565030,203288.97709966174,0.13138526808647094,Active,0.3142128682818429,Building
175,ACC_00000175,Loan_175,9,5,15,CUST_000492,2024-10-14T17:09:49.565030,486443.24660557223,0.07176408807619282,Restructured,0.4339915661876268,Unsecured
176,ACC_00000176,Loan_176,9,5,14,CUST_000381,2024-10-19T17:09:49.567351,427929.6821676706,0.08477801191211312,Active,0.6607857863727375,Unsecured
