customer_id,gender,age,income_level,occupation,financial_inclusion_score
CUST_000090,Other,46,High,Self-Employed,11.706701642760587
CUST_000091,M,27,Medium,Farmer,86.68687053108414
CUST_000092,F,24,Medium,Student,22.257641757103052
CUST_000093,M,67,High,Employee,14.660482169202549
CUST_000094,M,54,Medium,Self-Employed,58.13054172267823
CUST_000095,M,18,Medium,Farmer,23.668519368207875
CUST_000096,Other,42,Low,Farmer,35.02182467003136
CUST_000097,Other,36,Low,Farmer,55.840424973580504
CUST_000098,Other,27,Medium,Self-Employed,11.119748230615134
CUST_000099,Other,62,Low,Employee,46.86606419941263
CUST_000100,F,37,Very High,Student,82.27903518766931
CUST_000101,Other,18,High,Student,23.750647129246993
CUST_000102,M,66,Low,Business,22.359583851945263
CUST_000103,F,61,Low,Student,4.315991195057611
CUST_000104,M,33,Medium,Student,99.29647961193004
CUST_000105,M,53,High,Self-Employed,96.9302535619099
CUST_000106,F,64,Low,Business,69.57486889846172
CUST_000107,Other,18,Low,Self-Employed,90.11580104909889
CUST_000108,M,28,Very High,Employee,95.04114840765587
CUST_000109,F,29,Very High,Farmer,33.56600647969632
CUST_000110,F,45,Very High,Employee,38.82683839898722
CUST_000111,F,45,Very High,Student,97.43948076661665
CUST_000112,Other,71,High,Business,27.976350716894572
CUST_000113,M,37,Low,Farmer,27.09576425151299
CUST_000114,M,63,High,Student,94.05318271353835
CUST_000115,Other,22,High,Business,41.82430362906189
CUST_000116,F,67,High,Student,16.483426113700094
CUST_000117,M,71,Low,Employee,98.72761293149445
CUST_000118,M,28,Low,Employee,38.08908566310215
CUST_000119,F,44,Low,Student,6.351182959000134
CUST_000120,M,52,High,Business,1.3671964826997285
CUST_000121,Other,23,Very High,Business,53.434627502946306
CUST_000122,M,55,High,Student,58.51495323254719
CUST_000123,M,54,Medium,Employee,37.78505492757864
CUST_000124,M,31,Low,Business,95.40510272587224
CUST_000125,M,21,Medium,Business,67.17006844058567
CUST_000126,F,45,High,Employee,49.816518664589296
CUST_000127,F,71,High,Self-Employed,30.77772397710494
CUST_000128,M,71,Very High,Student,8.840822336564658
CUST_000129,Other,74,Low,Student,62.03095513534647
CUST_000130,F,28,High,Farmer,98.04627250923778
CUST_000131,F,51,Medium,Self-Employed,9.100209105133029
CUST_000132,F,69,Low,Business,78.3653012741143
CUST_000133,F,72,Medium,Self-Employed,69.76418714934634
CUST_000134,M,21,Medium,Business,49.21162930795382
CUST_000135,M,51,Medium,Student,34.741340822541424
CUST_000136,F,60,High,Self-Employed,7.586332810866391
CUST_000137,M,40,High,Self-Employed,13.882717264941014
CUST_000138,M,20,Very High,Self-Employed,51.52360548642109
CUST_000139,F,68,High,Student,16.893506307216455
CUST_000140,F,39,Low,Business,53.4423503732523
CUST_000141,F,63,Medium,Business,50.34172708548569
CUST_000142,M,44,Low,Employee,79.94103989090426
CUST_000143,M,39,High,Self-Employed,92.08724005318132
CUST_000144,M,34,Medium,Farmer,80.62012797930613
CUST_000145,M,52,Low,Farmer,20.93493233367103
CUST_000146,Other,73,Medium,Employee,75.99554089375856
CUST_000147,F,41,Medium,Student,6.234136251124145
CUST_000148,Other,73,High,Self-Employed,89.52068376871993
CUST_000149,F,60,High,Farmer,10.717201133977605
CUST_000150,F,55,High,Self-Employed,24.247050363472965
CUST_000151,M,72,Low,Farmer,2.007119777772637
CUST_000152,M,34,High,Employee,53.53355640155235
CUST_000153,M,34,Low,Farmer,47.396994143055615
CUST_000154,F,20,Low,Student,47.95821017542502
CUST_000155,Other,39,Medium,Business,56.44585425226413
CUST_000156,F,58,Low,Farmer,64.59172413316013
CUST_000157,F,73,High,Student,33.0348481280914
CUST_000158,M,50,Low,Student,15.285913918433202
CUST_000159,Other,65,Very High,Self-Employed,8.788762454014387
CUST_000160,F,48,Very High,Business,8.023374566164222
CUST_000161,Other,48,Very High,Student,98.23786169086064
CUST_000162,Other,23,Medium,Farmer,96.94704332753689
CUST_000163,Other,23,Medium,Business,49.07487792587845
CUST_000164,F,68,Medium,Business,71.84572708365536
CUST_000165,Other,25,Medium,Self-Employed,83.85825587026248
CUST_000166,M,23,Medium,Farmer,42.54364386164168
CUST_000167,M,37,Low,Farmer,11.483682473920354
CUST_000168,F,31,Very High,Student,50.6103956359347
CUST_000169,Other,53,Low,Self-Employed,59.388309755789884
CUST_000170,F,67,Very High,Employee,54.86031179381532
CUST_000171,F,61,Medium,Student,68.45715478798333
CUST_000172,M,54,Low,Business,11.669606414168133
CUST_000173,Other,41,Medium,Self-Employed,34.88682665429953
CUST_000174,M,22,Medium,Farmer,96.50269106665125
CUST_000175,F,70,Very High,Self-Employed,93.83404568210378
CUST_000176,Other,52,Low,Farmer,84.1828776758272
CUST_000177,Other,58,Low,Farmer,16.36559428657045
CUST_000178,M,54,Low,Self-Employed,66.51972206962002
CUST_000179,F,21,Low,Student,58.83066757950567
CUST_000180,F,57,Very High,Self-Employed,62.41015441818376
CUST_000181,M,40,High,Business,23.22126951468173
CUST_000182,M,64,High,Employee,54.35528611139886
CUST_000183,Other,56,High,Self-Employed,62.770805307141785
CUST_000184,F,69,High,Student,49.54236264039656
CUST_000185,F,56,High,Farmer,99.76926159238432
CUST_000186,M,50,Low,Student,77.8571939050751
CUST_000187,M,21,Medium,Employee,76.24586857406905
CUST_000188,Other,27,Low,Student,11.063173695520723
CUST_000189,M,41,Very High,Student,53.98606371128367
CUST_000190,M,64,Very High,Farmer,77.18819805982451
CUST_000191,Other,48,High,Self-Employed,56.55083473229738
CUST_000192,F,60,High,Student,82.67988278090783
CUST_000193,F,27,Very High,Employee,94.72833396118153
CUST_000194,F,30,Very High,Employee,61.14542354346478
CUST_000195,Other,57,Very High,Self-Employed,93.21182824836124
CUST_000196,M,73,Low,Employee,77.1246668519738
CUST_000197,Other,26,Medium,Self-Employed,73.64442356247228
CUST_000198,M,39,High,Business,11.323804584075525
CUST_000199,M,43,Medium,Farmer,12.466268120326685
CUST_000200,M,18,High,Self-Employed,59.127543574492925
CUST_000201,M,64,Low,Student,33.519724164590095
CUST_000202,M,70,Medium,Business,11.426730005568775
CUST_000203,M,43,High,Employee,46.57001223188132
CUST_000204,Other,51,High,Business,58.706822413656724
CUST_000205,Other,61,High,Self-Employed,24.822644275715188
CUST_000206,M,24,Very High,Student,91.48459010681
CUST_000207,M,46,High,Self-Employed,63.22642879195304
CUST_000208,F,38,Low,Business,96.10703174694551
CUST_000209,M,37,Medium,Farmer,53.506971893365865
CUST_000210,M,24,Low,Student,39.73181154575979
CUST_000211,Other,73,High,Student,62.497598705105226
CUST_000212,M,47,Very High,Self-Employed,6.570863942835237
CUST_000213,F,68,High,Employee,52.439026932758004
CUST_000214,M,67,Medium,Self-Employed,15.52402459307125
CUST_000215,M,25,Low,Self-Employed,37.330931627975296
CUST_000216,F,36,Medium,Employee,40.87341710980964
CUST_000217,Other,72,Very High,Employee,86.69937600115234
CUST_000218,M,74,High,Self-Employed,23.10747965880714
CUST_000219,Other,25,Medium,Business,79.99160853731894
CUST_000220,Other,68,Low,Farmer,23.81827810467265
CUST_000221,F,52,Very High,Self-Employed,96.26493185548746
CUST_000222,M,71,Low,Employee,1.3001923510736035
CUST_000223,Other,50,High,Student,2.6532203873819715
CUST_000224,M,36,Very High,Student,42.1424550592498
CUST_000225,F,18,High,Student,34.1817351697876
CUST_000226,F,19,High,Farmer,83.06545065652497
CUST_000227,M,55,Very High,Business,43.61265291353167
CUST_000228,Other,69,Medium,Farmer,14.011317576645254
CUST_000229,F,47,Very High,Self-Employed,89.45522268940914
CUST_000230,M,67,High,Business,26.867735938494608
CUST_000231,F,62,Low,Business,13.935607407282413
CUST_000232,Other,63,Very High,Employee,52.56901823026858
CUST_000233,M,51,High,Student,1.8390676547466733
CUST_000234,F,38,Medium,Farmer,49.809075351100574
CUST_000235,F,34,Low,Business,49.74648939798906
CUST_000236,Other,70,Medium,Student,26.368380263461646
CUST_000237,Other,23,High,Employee,60.051686043365336
CUST_000238,M,70,High,Employee,91.44119459249598
CUST_000239,F,38,Very High,Employee,42.20360595506874
CUST_000240,F,71,High,Business,8.279866792512646
CUST_000241,Other,43,Low,Student,83.70789907030294
CUST_000242,Other,53,Low,Self-Employed,29.7121715623175
CUST_000243,Other,71,Medium,Student,48.37549419324127
CUST_000244,F,53,High,Farmer,16.20138778915846
CUST_000245,Other,34,Medium,Self-Employed,59.68428489168892
CUST_000246,F,26,Medium,Employee,10.65982531337718
CUST_000247,M,57,Low,Business,49.549131620619846
CUST_000248,Other,57,Medium,Business,24.640203323910683
CUST_000249,Other,67,Low,Farmer,69.46964708544267
CUST_000250,F,55,Medium,Farmer,36.09738969400268
CUST_000251,Other,66,Low,Business,95.02373538208025
CUST_000252,Other,66,High,Farmer,54.190094737835814
CUST_000253,Other,25,High,Student,75.90358455388498
CUST_000254,M,71,Very High,Business,90.33638126360249
CUST_000255,Other,43,Low,Student,66.99174645500392
CUST_000256,F,33,High,Business,18.057534512733355
CUST_000257,M,39,Medium,Student,73.10236714582817
CUST_000258,Other,65,Very High,Employee,42.17626597305125
CUST_000259,M,35,High,Farmer,84.45493985350704
CUST_000260,F,59,High,Business,65.01673504432281
CUST_000261,Other,61,Very High,Student,7.695320162920916
CUST_000262,M,60,Very High,Employee,72.47667715287615
CUST_000263,Other,32,Very High,Business,53.840149038078756
CUST_000264,F,42,Low,Employee,52.016810987873185
CUST_000265,M,59,Very High,Employee,2.440078155653802
CUST_000266,F,51,Medium,Self-Employed,87.47016726841994
CUST_000267,M,35,Very High,Self-Employed,7.002970574747103
CUST_000268,F,69,Low,Business,40.193091360924214
CUST_000269,M,61,Low,Farmer,98.40834691992951
CUST_000270,F,47,Low,Farmer,73.75823015888915
CUST_000271,F,66,High,Student,35.462215764077655
CUST_000272,F,67,Very High,Employee,23.360775104990992
CUST_000273,M,65,Low,Student,98.77223897360315
CUST_000274,M,32,Low,Business,67.96472826930699
CUST_000275,Other,54,Low,Student,8.94110023122595
CUST_000276,F,56,Very High,Self-Employed,90.37239671752705
CUST_000277,F,42,High,Farmer,6.4986409482894025
CUST_000278,M,71,Low,Self-Employed,51.26885110165086
CUST_000279,F,60,Medium,Business,22.048620907017536
CUST_000280,M,20,Very High,Student,5.784267656339637
CUST_000281,Other,40,Low,Business,92.77522831952129
CUST_000282,F,66,Low,Self-Employed,39.62420189026587
CUST_000283,F,35,Medium,Business,15.389590633985506
CUST_000284,Other,55,Low,Student,53.69744228934136
CUST_000285,M,21,Medium,Student,9.148683739775487
CUST_000286,M,73,High,Self-Employed,12.951492128280417
CUST_000287,M,20,Low,Employee,86.21276172654507
CUST_000288,M,32,Very High,Business,55.08573706091393
CUST_000289,Other,51,Very High,Farmer,37.2688517012314
CUST_000290,Other,22,Very High,Employee,53.26025194007621
CUST_000291,M,65,Low,Farmer,7.613085949030019
CUST_000292,M,67,Very High,Student,48.0586577326648
CUST_000293,M,68,Medium,Self-Employed,34.780920790219305
CUST_000294,F,57,High,Student,26.70282701694213
CUST_000295,F,41,High,Farmer,85.05817290942419
CUST_000296,Other,65,Low,Student,83.7013328363672
CUST_000297,M,70,Medium,Farmer,61.86113782151843
CUST_000298,F,24,Low,Self-Employed,96.13152881849074
CUST_000299,M,68,High,Employee,12.886986747344519
CUST_000300,Other,70,Medium,Employee,81.79670241190622
CUST_000301,F,30,Low,Farmer,0.638587171683358
CUST_000302,M,63,High,Business,55.98443123088295
CUST_000303,Other,51,Very High,Student,77.98453951511436
CUST_000304,F,36,Medium,Employee,43.22407838925123
CUST_000305,F,45,Very High,Student,10.250972799067926
CUST_000306,F,21,High,Business,77.09842925321355
CUST_000307,M,27,Medium,Business,5.79204605587983
CUST_000308,Other,35,Medium,Student,44.59583070103215
CUST_000309,Other,52,Very High,Student,38.36122604056218
CUST_000310,M,28,Low,Self-Employed,25.25087496883822
CUST_000311,Other,43,Medium,Employee,99.71245001577111
CUST_000312,M,52,Low,Business,16.362382119166917
CUST_000313,Other,46,Low,Self-Employed,22.07696127887604
CUST_000314,F,64,Medium,Farmer,65.45112142811352
CUST_000315,Other,20,Low,Farmer,3.130231374751624
CUST_000316,M,38,High,Student,63.85259476640856
CUST_000317,F,36,Low,Student,98.39776479598282
CUST_000318,M,55,High,Employee,21.31047040250833
CUST_000319,M,42,Very High,Farmer,56.27502863433826
CUST_000320,Other,25,Very High,Business,86.86231679556109
CUST_000321,M,25,High,Self-Employed,84.47832281168877
CUST_000322,Other,20,Low,Farmer,3.2526179491251916
CUST_000323,F,20,Very High,Business,0.12318351664258875
CUST_000324,Other,34,Medium,Farmer,24.753995560337515
CUST_000325,M,55,Very High,Business,16.082546907819008
CUST_000326,F,71,Low,Student,59.02639388856225
CUST_000327,Other,30,Low,Student,7.244688779455888
CUST_000328,F,63,High,Self-Employed,69.49818861265426
CUST_000329,M,55,Low,Self-Employed,48.0506947257829
CUST_000330,M,34,Very High,Business,57.09045018441643
CUST_000331,Other,33,Medium,Farmer,70.2464970544104
CUST_000332,F,57,Very High,Employee,32.64613082439919
CUST_000333,F,50,Low,Business,35.06269312091808
CUST_000334,M,30,Very High,Employee,39.69232762015961
CUST_000335,F,55,High,Employee,68.94649691372658
CUST_000336,F,32,Medium,Employee,16.748258225906977
CUST_000337,M,57,High,Student,70.64757264869012
CUST_000338,F,26,Medium,Business,5.1971283651472415
CUST_000339,M,67,Very High,Employee,62.53046602139478
CUST_000340,F,64,High,Self-Employed,89.48166560605276
CUST_000341,F,39,Medium,Self-Employed,4.075410609247276
CUST_000342,F,31,High,Employee,6.03520839905638
CUST_000343,Other,29,Low,Business,87.17835665922017
CUST_000344,F,36,High,Farmer,74.42790655949555
CUST_000345,M,72,Low,Self-Employed,16.167254414680265
CUST_000346,F,35,High,Student,99.63339160567419
CUST_000347,M,20,Very High,Employee,40.32613611238318
CUST_000348,M,46,Medium,Business,84.04524062769335
CUST_000349,M,47,Low,Employee,74.2706521199981
CUST_000350,M,21,Very High,Farmer,76.77238880667802
CUST_000351,F,66,High,Business,43.86154191895905
CUST_000352,M,51,Very High,Farmer,87.34232380816606
CUST_000353,F,53,Medium,Employee,99.21333163406723
CUST_000354,F,71,Low,Farmer,38.38471518677963
CUST_000355,F,57,Low,Business,13.15676851272598
CUST_000356,F,40,Medium,Farmer,37.28486371889345
CUST_000357,F,72,Low,Student,6.913278618661945
CUST_000358,M,71,Very High,Student,44.53052550026655
CUST_000359,Other,42,Very High,Employee,9.526150795462629
CUST_000360,M,42,Low,Farmer,25.813343270112753
CUST_000361,M,22,High,Business,77.34731256866006
CUST_000362,M,40,High,Self-Employed,88.37096696607526
CUST_000363,F,31,Very High,Employee,44.877757383140306
CUST_000364,F,58,Low,Student,24.871427258762992
CUST_000365,Other,29,Low,Business,16.704190790094987
CUST_000366,M,60,Low,Student,53.35119252996956
CUST_000367,M,66,Very High,Farmer,44.636864651258556
CUST_000368,Other,32,Medium,Farmer,53.99058395022125
CUST_000369,F,31,Medium,Business,53.1169528001032
CUST_000370,F,46,Low,Self-Employed,45.21990282834353
CUST_000371,M,22,Low,Business,58.467070044258875
CUST_000372,F,37,Low,Employee,96.51186964360456
CUST_000373,Other,51,Low,Employee,97.30977480703464
CUST_000374,Other,48,Very High,Self-Employed,48.88465802569202
CUST_000375,F,37,High,Student,14.354236203939285
CUST_000376,F,59,Very High,Employee,18.834908376560143
CUST_000377,Other,25,Low,Student,96.3346832820399
CUST_000378,Other,51,Low,Employee,37.42967671397926
CUST_000379,F,67,Medium,Business,83.08771913417054
CUST_000380,Other,57,Low,Farmer,11.310981907657302
CUST_000381,M,63,Very High,Business,60.06095425462361
CUST_000382,Other,33,Medium,Student,66.69715169909072
CUST_000383,M,43,Medium,Farmer,15.928744524280514
CUST_000384,F,26,Low,Business,99.33369373586285
CUST_000385,M,26,Low,Student,28.86855955306381
CUST_000386,Other,21,Medium,Student,76.51908645557846
CUST_000387,F,36,Medium,Employee,76.22851347766158
CUST_000388,M,40,High,Student,81.78342161750216
CUST_000389,F,71,High,Business,32.83812278850811
CUST_000390,M,29,Medium,Student,38.04197042327977
CUST_000391,M,42,Low,Business,54.56868884954734
CUST_000392,Other,61,Medium,Employee,58.706170770115094
CUST_000393,F,31,Medium,Employee,46.34940438005724
CUST_000394,Other,38,Medium,Employee,47.9181877629731
CUST_000395,M,46,Medium,Business,38.019561878585705
CUST_000396,F,65,Low,Farmer,47.66954750411592
CUST_000397,Other,65,High,Employee,71.54909070992744
CUST_000398,Other,62,Low,Self-Employed,0.756287497814212
CUST_000399,Other,70,Very High,Business,65.46930814313482
CUST_000400,Other,32,Very High,Student,47.91832294435999
CUST_000401,Other,51,Medium,Student,61.73517574129742
CUST_000402,M,69,Medium,Self-Employed,92.96058774219892
CUST_000403,Other,25,Very High,Employee,61.03337833109184
CUST_000404,F,19,Low,Student,41.354910152535155
CUST_000405,M,47,High,Farmer,18.143834769562694
CUST_000406,M,48,High,Business,56.73122196289035
CUST_000407,F,73,Very High,Farmer,48.35456467199247
CUST_000408,Other,71,Low,Farmer,4.341253285481916
CUST_000409,F,64,High,Student,60.16118201463312
CUST_000410,F,38,Medium,Farmer,22.807977194893247
CUST_000411,M,32,Medium,Employee,36.07725191105998
CUST_000412,F,25,Very High,Business,23.687055897448207
CUST_000413,M,21,Medium,Self-Employed,85.11742608527709
CUST_000414,Other,27,Low,Employee,76.6656135200406
CUST_000415,F,50,High,Employee,15.298380082856266
CUST_000416,M,52,Very High,Employee,47.289196563318214
CUST_000417,M,34,Medium,Student,64.1971500443266
CUST_000418,Other,49,High,Employee,25.68838476457148
CUST_000419,M,74,Medium,Business,98.77855202148874
CUST_000420,Other,24,Low,Employee,40.431876810429216
CUST_000421,F,56,Low,Business,1.582109176558244
CUST_000422,F,36,Very High,Employee,33.722713275542034
CUST_000423,Other,62,Medium,Farmer,8.565824959643054
CUST_000424,M,53,High,Business,32.33715621155208
CUST_000425,Other,23,Low,Farmer,44.24099364806695
CUST_000426,F,22,Very High,Self-Employed,64.01682238281661
CUST_000427,F,25,Medium,Self-Employed,53.29577865513353
CUST_000428,M,20,Medium,Employee,99.41393612211675
CUST_000429,F,55,Low,Self-Employed,73.06505102392461
CUST_000430,F,69,Very High,Farmer,8.876739410776846
CUST_000431,M,30,Low,Business,17.047793817391753
CUST_000432,F,47,Low,Farmer,34.757152423898205
CUST_000433,Other,33,Medium,Student,11.982900201764634
CUST_000434,Other,57,Medium,Student,73.71802250072432
CUST_000435,M,74,Medium,Student,9.292914437938993
CUST_000436,F,35,Very High,Business,60.84864126597913
CUST_000437,F,69,Medium,Student,3.6160380524762115
CUST_000438,M,40,Medium,Student,36.01364074715191
CUST_000439,M,19,High,Business,55.38022407123763
CUST_000440,Other,20,Very High,Employee,60.05943333606173
CUST_000441,Other,23,High,Self-Employed,57.458738231776664
CUST_000442,M,69,Medium,Farmer,93.05952146439162
CUST_000443,F,55,Medium,Student,38.06232934765801
CUST_000444,F,47,Medium,Self-Employed,79.00304363070614
CUST_000445,F,26,High,Student,2.2893824976120247
CUST_000446,Other,19,High,Employee,95.73228878945872
CUST_000447,F,27,Low,Employee,13.252467274184843
CUST_000448,F,50,Very High,Business,60.625293775097745
CUST_000449,F,63,Low,Farmer,50.25660764634424
CUST_000450,M,23,Low,Student,36.753442229153144
CUST_000451,M,51,Very High,Business,23.25513583653801
CUST_000452,M,29,Very High,Farmer,31.181613308525957
CUST_000453,F,37,Medium,Student,10.566468426174392
CUST_000454,F,49,Low,Self-Employed,61.95879548978296
CUST_000455,Other,36,High,Self-Employed,56.44410906788825
CUST_000456,F,27,Low,Employee,48.46015870188647
CUST_000457,F,48,Very High,Business,43.03371775089212
CUST_000458,M,52,Low,Business,78.26960407441493
CUST_000459,F,68,High,Farmer,61.8051674287186
CUST_000460,Other,57,Low,Student,61.52194382310109
CUST_000461,M,69,Very High,Farmer,84.80158852494014
CUST_000462,F,54,Very High,Student,35.42362404447745
CUST_000463,Other,45,Medium,Student,38.70787603356308
CUST_000464,M,72,Medium,Self-Employed,41.85806216239353
CUST_000465,F,32,Low,Employee,68.09748272382446
CUST_000466,Other,22,Low,Student,1.2120774643893273
CUST_000467,F,62,Low,Student,80.15371118829896
CUST_000468,M,49,Very High,Business,10.973619867750351
CUST_000469,Other,38,Very High,Student,48.82411370217782
CUST_000470,F,69,Very High,Farmer,65.17106479109684
CUST_000471,Other,58,Low,Farmer,85.95652316469457
CUST_000472,F,38,Medium,Student,13.314500417809693
CUST_000473,M,73,Low,Business,68.81347060865421
CUST_000474,M,50,Medium,Employee,3.8426348962324997
CUST_000475,M,45,High,Employee,38.63489098483155
CUST_000476,F,25,Low,Business,6.665204056068996
CUST_000477,M,36,Low,Farmer,51.22219208126745
CUST_000478,M,25,Low,Business,74.62072574818386
CUST_000479,M,62,High,Self-Employed,1.210847523488745
CUST_000480,M,37,Low,Employee,46.19469366709558
CUST_000481,Other,69,High,Self-Employed,66.13706110704143
CUST_000482,Other,60,Medium,Student,54.96160437189245
CUST_000483,F,49,Very High,Employee,2.094496103091281
CUST_000484,M,48,Very High,Business,97.59908495987925
CUST_000485,Other,67,High,Business,25.541348468521953
CUST_000486,F,58,Low,Business,53.030213324915835
CUST_000487,F,67,Medium,Student,12.523357043282711
CUST_000488,Other,57,Medium,Student,58.24226582072465
CUST_000489,Other,33,Very High,Farmer,15.66384369738083
CUST_000490,F,32,Low,Employee,22.461561184385193
CUST_000491,M,57,High,Farmer,38.8652798629847
CUST_000492,F,39,Very High,Farmer,12.150137630091805
CUST_000493,Other,63,Low,Student,28.590678923916013
CUST_000494,F,72,High,Business,25.84316202918181
CUST_000495,Other,35,Low,Student,22.106337145372844
CUST_000496,F,25,Medium,Farmer,5.385820699802613
CUST_000497,F,39,High,Business,93.73880664971189
CUST_000498,M,30,Medium,Employee,13.172877345456191
CUST_000499,Other,69,High,Employee,21.35113663106719
CUST_000500,Other,40,Very High,Farmer,73.28015447662506
