payment_id,account_id,payment_date,amount_paid,status,days_past_due
34,3,2025-04-23T17:09:49.362118,0.0,Arrears,390
35,3,2025-05-23T17:09:49.362118,0.0,Arrears,360
36,3,2025-06-22T17:09:49.362118,0.0,Arrears,330
37,3,2025-07-22T17:09:49.362118,0.0,Arrears,300
38,3,2025-08-21T17:09:49.362118,0.0,Arrears,270
39,3,2025-09-20T17:09:49.362118,0.0,Arrears,240
40,3,2025-10-20T17:09:49.362118,0.0,Arrears,210
41,4,2025-11-26T17:09:49.362118,0.0,Arrears,173
42,4,2025-12-26T17:09:49.362118,0.0,Arrears,143
43,4,2026-01-25T17:09:49.362118,0.0,Arrears,113
44,4,2026-02-24T17:09:49.362118,0.0,Arrears,83
45,4,2026-03-26T17:09:49.362118,0.0,Late,53
46,4,2026-04-25T17:09:49.362118,342.7411877907738,On-time,23
47,5,2025-03-09T17:09:49.362118,0.0,Arrears,435
48,5,2025-04-08T17:09:49.362118,0.0,Arrears,405
49,5,2025-05-08T17:09:49.362118,0.0,Arrears,375
50,5,2025-06-07T17:09:49.362118,0.0,Arrears,345
51,5,2025-07-07T17:09:49.362118,0.0,Arrears,315
52,5,2025-08-06T17:09:49.362118,0.0,Arrears,285
53,6,2025-09-03T17:09:49.364127,0.0,Arrears,257
54,6,2025-10-03T17:09:49.364127,0.0,Arrears,227
55,6,2025-11-02T17:09:49.364127,0.0,Arrears,197
56,6,2025-12-02T17:09:49.364127,0.0,Arrears,167
57,6,2026-01-01T17:09:49.364127,0.0,Arrears,137
58,6,2026-01-31T17:09:49.364127,0.0,Arrears,107
59,6,2026-03-02T17:09:49.364127,0.0,Arrears,77
60,6,2026-04-01T17:09:49.364127,0.0,Late,47
61,6,2026-05-01T17:09:49.364127,19357.4305943816,On-time,17
62,7,2025-07-22T17:09:49.364127,0.0,Arrears,300
63,7,2025-08-21T17:09:49.364127,0.0,Arrears,270
64,7,2025-09-20T17:09:49.364127,0.0,Arrears,240
65,7,2025-10-20T17:09:49.364127,0.0,Arrears,210
66,7,2025-11-19T17:09:49.364127,0.0,Arrears,180
67,7,2025-12-19T17:09:49.364127,0.0,Arrears,150
68,7,2026-01-18T17:09:49.364127,0.0,Arrears,120
69,7,2026-02-17T17:09:49.364127,0.0,Arrears,90
70,7,2026-03-19T17:09:49.364127,0.0,Arrears,60
71,7,2026-04-18T17:09:49.364127,0.0,Late,30
72,7,2026-05-18T17:09:49.364127,8775.338862359204,On-time,0
73,8,2024-10-20T17:09:49.366915,0.0,Arrears,575
74,8,2024-11-19T17:09:49.366915,0.0,Arrears,545
75,8,2024-12-19T17:09:49.366915,0.0,Arrears,515
76,8,2025-01-18T17:09:49.366915,0.0,Arrears,485
77,8,2025-02-17T17:09:49.366915,0.0,Arrears,455
78,8,2025-03-19T17:09:49.366915,0.0,Arrears,425
79,8,2025-04-18T17:09:49.366915,0.0,Arrears,395
80,8,2025-05-18T17:09:49.366915,0.0,Arrears,365
81,8,2025-06-17T17:09:49.366915,0.0,Arrears,335
82,9,2025-03-18T17:09:49.366915,0.0,Arrears,426
83,9,2025-04-17T17:09:49.366915,0.0,Arrears,396
84,9,2025-05-17T17:09:49.366915,0.0,Arrears,366
85,9,2025-06-16T17:09:49.366915,0.0,Arrears,336
86,9,2025-07-16T17:09:49.366915,0.0,Arrears,306
87,9,2025-08-15T17:09:49.366915,0.0,Arrears,276
88,9,2025-09-14T17:09:49.366915,0.0,Arrears,246
89,9,2025-10-14T17:09:49.366915,0.0,Arrears,216
90,9,2025-11-13T17:09:49.366915,0.0,Arrears,186
91,9,2025-12-13T17:09:49.366915,0.0,Arrears,156
92,9,2026-01-12T17:09:49.366915,0.0,Arrears,126
93,9,2026-02-11T17:09:49.366915,0.0,Arrears,96
94,9,2026-03-13T17:09:49.366915,0.0,Arrears,66
95,9,2026-04-12T17:09:49.366915,0.0,Late,36
96,9,2026-05-12T17:09:49.366915,11457.290522746984,On-time,6
97,10,2026-01-13T17:09:49.368949,0.0,Arrears,125
98,10,2026-02-12T17:09:49.368949,0.0,Arrears,95
99,10,2026-03-14T17:09:49.368949,0.0,Arrears,65
100,10,2026-04-13T17:09:49.368949,0.0,Late,35
101,10,2026-05-13T17:09:49.368949,12070.63985232988,On-time,5
102,11,2026-02-05T17:09:49.368949,0.0,Arrears,102
103,11,2026-03-07T17:09:49.368949,0.0,Arrears,72
104,11,2026-04-06T17:09:49.368949,0.0,Late,42
105,11,2026-05-06T17:09:49.368949,35877.9590090787,On-time,12
106,12,2025-07-10T17:09:49.368949,0.0,Arrears,312
107,12,2025-08-09T17:09:49.368949,0.0,Arrears,282
108,12,2025-09-08T17:09:49.368949,0.0,Arrears,252
109,12,2025-10-08T17:09:49.368949,0.0,Arrears,222
110,12,2025-11-07T17:09:49.368949,0.0,Arrears,192
111,12,2025-12-07T17:09:49.368949,0.0,Arrears,162
112,12,2026-01-06T17:09:49.368949,0.0,Arrears,132
113,12,2026-02-05T17:09:49.368949,0.0,Arrears,102
114,12,2026-03-07T17:09:49.368949,0.0,Arrears,72
115,12,2026-04-06T17:09:49.368949,0.0,Late,42
116,13,2026-03-16T17:09:49.368949,0.0,Arrears,63
117,13,2026-04-15T17:09:49.368949,0.0,Late,33
118,13,2026-05-15T17:09:49.368949,1738.163915820155,On-time,3
119,14,2024-05-25T17:09:49.370958,0.0,Arrears,723
120,14,2024-06-24T17:09:49.370958,0.0,Arrears,693
121,14,2024-07-24T17:09:49.370958,0.0,Arrears,663
122,14,2024-08-23T17:09:49.370958,0.0,Arrears,633
123,14,2024-09-22T17:09:49.370958,0.0,Arrears,603
124,15,2025-07-24T17:09:49.370958,0.0,Arrears,298
125,15,2025-08-23T17:09:49.370958,0.0,Arrears,268
126,15,2025-09-22T17:09:49.370958,0.0,Arrears,238
127,15,2025-10-22T17:09:49.370958,0.0,Arrears,208
128,15,2025-11-21T17:09:49.370958,0.0,Arrears,178
129,15,2025-12-21T17:09:49.370958,0.0,Arrears,148
130,15,2026-01-20T17:09:49.370958,0.0,Arrears,118
131,15,2026-02-19T17:09:49.370958,0.0,Arrears,88
132,15,2026-03-21T17:09:49.370958,0.0,Late,58
133,15,2026-04-20T17:09:49.370958,12941.81060372774,On-time,28
134,16,2026-02-04T17:09:49.370958,0.0,Arrears,103
135,16,2026-03-06T17:09:49.370958,0.0,Arrears,73
136,16,2026-04-05T17:09:49.370958,0.0,Late,43
137,16,2026-05-05T17:09:49.370958,13065.269463976994,On-time,13
138,17,2024-09-28T17:09:49.372967,0.0,Arrears,597
139,17,2024-10-28T17:09:49.372967,0.0,Arrears,567
140,17,2024-11-27T17:09:49.372967,0.0,Arrears,537
141,17,2024-12-27T17:09:49.372967,0.0,Arrears,507
142,17,2025-01-26T17:09:49.372967,0.0,Arrears,477
143,17,2025-02-25T17:09:49.372967,0.0,Arrears,447
144,17,2025-03-27T17:09:49.372967,0.0,Arrears,417
145,17,2025-04-26T17:09:49.372967,0.0,Arrears,387
146,17,2025-05-26T17:09:49.372967,0.0,Arrears,357
147,17,2025-06-25T17:09:49.372967,0.0,Arrears,327
148,17,2025-07-25T17:09:49.372967,0.0,Arrears,297
149,17,2025-08-24T17:09:49.372967,0.0,Arrears,267
150,17,2025-09-23T17:09:49.372967,0.0,Arrears,237
151,17,2025-10-23T17:09:49.372967,0.0,Arrears,207
152,17,2025-11-22T17:09:49.372967,0.0,Arrears,177
153,17,2025-12-22T17:09:49.372967,0.0,Arrears,147
154,17,2026-01-21T17:09:49.372967,0.0,Arrears,117
155,17,2026-02-20T17:09:49.372967,0.0,Arrears,87
156,17,2026-03-22T17:09:49.372967,0.0,Late,57
157,17,2026-04-21T17:09:49.372967,7377.692680178047,On-time,27
158,18,2024-12-14T17:09:49.373974,0.0,Arrears,520
159,18,2025-01-13T17:09:49.373974,0.0,Arrears,490
160,18,2025-02-12T17:09:49.373974,0.0,Arrears,460
161,18,2025-03-14T17:09:49.373974,0.0,Arrears,430
162,18,2025-04-13T17:09:49.373974,0.0,Arrears,400
163,18,2025-05-13T17:09:49.373974,0.0,Arrears,370
164,18,2025-06-12T17:09:49.373974,0.0,Arrears,340
165,18,2025-07-12T17:09:49.373974,0.0,Arrears,310
166,18,2025-08-11T17:09:49.373974,0.0,Arrears,280
167,18,2025-09-10T17:09:49.373974,0.0,Arrears,250
168,18,2025-10-10T17:09:49.373974,0.0,Arrears,220
169,18,2025-11-09T17:09:49.373974,0.0,Arrears,190
170,18,2025-12-09T17:09:49.373974,0.0,Arrears,160
171,18,2026-01-08T17:09:49.373974,0.0,Arrears,130
172,18,2026-02-07T17:09:49.373974,0.0,Arrears,100
173,18,2026-03-09T17:09:49.373974,0.0,Arrears,70
174,18,2026-04-08T17:09:49.373974,0.0,Late,40
175,18,2026-05-08T17:09:49.373974,960.0382177642538,On-time,10
176,19,2025-11-21T17:09:49.373974,0.0,Arrears,178
177,19,2025-12-21T17:09:49.373974,0.0,Arrears,148
178,19,2026-01-20T17:09:49.373974,0.0,Arrears,118
179,19,2026-02-19T17:09:49.373974,0.0,Arrears,88
180,19,2026-03-21T17:09:49.373974,0.0,Late,58
181,19,2026-04-20T17:09:49.373974,26616.892457303984,On-time,28
182,20,2024-12-18T17:09:49.373974,0.0,Arrears,516
183,20,2025-01-17T17:09:49.373974,0.0,Arrears,486
184,20,2025-02-16T17:09:49.373974,0.0,Arrears,456
185,20,2025-03-18T17:09:49.373974,0.0,Arrears,426
186,20,2025-04-17T17:09:49.373974,0.0,Arrears,396
187,20,2025-05-17T17:09:49.373974,0.0,Arrears,366
188,20,2025-06-16T17:09:49.373974,0.0,Arrears,336
189,20,2025-07-16T17:09:49.373974,0.0,Arrears,306
190,20,2025-08-15T17:09:49.373974,0.0,Arrears,276
191,20,2025-09-14T17:09:49.373974,0.0,Arrears,246
192,20,2025-10-14T17:09:49.373974,0.0,Arrears,216
193,20,2025-11-13T17:09:49.373974,0.0,Arrears,186
194,20,2025-12-13T17:09:49.373974,0.0,Arrears,156
195,20,2026-01-12T17:09:49.373974,0.0,Arrears,126
196,20,2026-02-11T17:09:49.373974,0.0,Arrears,96
197,21,2025-04-29T17:09:49.375983,0.0,Arrears,384
198,21,2025-05-29T17:09:49.375983,0.0,Arrears,354
199,22,2024-11-12T17:09:49.375983,0.0,Arrears,552
200,22,2024-12-12T17:09:49.375983,0.0,Arrears,522
201,22,2025-01-11T17:09:49.375983,0.0,Arrears,492
202,22,2025-02-10T17:09:49.375983,0.0,Arrears,462
203,22,2025-03-12T17:09:49.375983,0.0,Arrears,432
204,22,2025-04-11T17:09:49.375983,0.0,Arrears,402
205,22,2025-05-11T17:09:49.375983,0.0,Arrears,372
206,22,2025-06-10T17:09:49.375983,0.0,Arrears,342
207,22,2025-07-10T17:09:49.375983,0.0,Arrears,312
208,22,2025-08-09T17:09:49.375983,0.0,Arrears,282
209,22,2025-09-08T17:09:49.375983,0.0,Arrears,252
210,22,2025-10-08T17:09:49.375983,0.0,Arrears,222
211,22,2025-11-07T17:09:49.375983,0.0,Arrears,192
212,22,2025-12-07T17:09:49.375983,0.0,Arrears,162
213,22,2026-01-06T17:09:49.375983,0.0,Arrears,132
214,22,2026-02-05T17:09:49.375983,0.0,Arrears,102
215,22,2026-03-07T17:09:49.375983,0.0,Arrears,72
216,22,2026-04-06T17:09:49.375983,0.0,Late,42
217,22,2026-05-06T17:09:49.375983,4108.047263862691,On-time,12
218,23,2025-12-12T17:09:49.375983,0.0,Arrears,157
219,23,2026-01-11T17:09:49.375983,0.0,Arrears,127
220,23,2026-02-10T17:09:49.375983,0.0,Arrears,97
221,23,2026-03-12T17:09:49.375983,0.0,Arrears,67
222,23,2026-04-11T17:09:49.375983,0.0,Late,37
223,23,2026-05-11T17:09:49.375983,16056.477302830457,On-time,7
224,24,2024-05-24T17:09:49.375983,0.0,Arrears,724
225,24,2024-06-23T17:09:49.375983,0.0,Arrears,694
226,24,2024-07-23T17:09:49.375983,0.0,Arrears,664
227,24,2024-08-22T17:09:49.375983,0.0,Arrears,634
228,24,2024-09-21T17:09:49.375983,0.0,Arrears,604
229,24,2024-10-21T17:09:49.375983,0.0,Arrears,574
230,24,2024-11-20T17:09:49.375983,0.0,Arrears,544
231,24,2024-12-20T17:09:49.375983,0.0,Arrears,514
232,24,2025-01-19T17:09:49.375983,0.0,Arrears,484
233,24,2025-02-18T17:09:49.375983,0.0,Arrears,454
234,24,2025-03-20T17:09:49.375983,0.0,Arrears,424
235,24,2025-04-19T17:09:49.375983,0.0,Arrears,394
236,24,2025-05-19T17:09:49.375983,0.0,Arrears,364
237,24,2025-06-18T17:09:49.375983,0.0,Arrears,334
238,24,2025-07-18T17:09:49.375983,0.0,Arrears,304
239,24,2025-08-17T17:09:49.375983,0.0,Arrears,274
240,25,2025-09-10T17:09:49.377991,0.0,Arrears,250
241,25,2025-10-10T17:09:49.377991,0.0,Arrears,220
242,26,2025-03-12T17:09:49.377991,0.0,Arrears,432
243,26,2025-04-11T17:09:49.377991,0.0,Arrears,402
244,26,2025-05-11T17:09:49.377991,0.0,Arrears,372
245,26,2025-06-10T17:09:49.377991,0.0,Arrears,342
246,26,2025-07-10T17:09:49.377991,0.0,Arrears,312
247,26,2025-08-09T17:09:49.377991,0.0,Arrears,282
248,26,2025-09-08T17:09:49.377991,0.0,Arrears,252
249,26,2025-10-08T17:09:49.377991,0.0,Arrears,222
250,26,2025-11-07T17:09:49.377991,0.0,Arrears,192
251,26,2025-12-07T17:09:49.377991,0.0,Arrears,162
252,26,2026-01-06T17:09:49.377991,0.0,Arrears,132
253,26,2026-02-05T17:09:49.377991,0.0,Arrears,102
254,26,2026-03-07T17:09:49.377991,0.0,Arrears,72
255,26,2026-04-06T17:09:49.377991,0.0,Late,42
256,26,2026-05-06T17:09:49.377991,6432.755349595768,On-time,12
257,27,2025-03-28T17:09:49.377991,0.0,Arrears,416
258,27,2025-04-27T17:09:49.377991,0.0,Arrears,386
259,27,2025-05-27T17:09:49.377991,0.0,Arrears,356
260,27,2025-06-26T17:09:49.377991,0.0,Arrears,326
261,27,2025-07-26T17:09:49.377991,0.0,Arrears,296
262,27,2025-08-25T17:09:49.377991,0.0,Arrears,266
263,27,2025-09-24T17:09:49.377991,0.0,Arrears,236
264,27,2025-10-24T17:09:49.377991,0.0,Arrears,206
265,27,2025-11-23T17:09:49.377991,0.0,Arrears,176
266,27,2025-12-23T17:09:49.377991,0.0,Arrears,146
267,27,2026-01-22T17:09:49.377991,0.0,Arrears,116
268,27,2026-02-21T17:09:49.377991,0.0,Arrears,86
269,27,2026-03-23T17:09:49.377991,0.0,Late,56
270,27,2026-04-22T17:09:49.377991,4058.9294639947793,On-time,26
271,28,2024-08-17T17:09:49.380000,0.0,Arrears,639
272,28,2024-09-16T17:09:49.380000,0.0,Arrears,609
273,28,2024-10-16T17:09:49.380000,0.0,Arrears,579
274,28,2024-11-15T17:09:49.380000,0.0,Arrears,549
275,28,2024-12-15T17:09:49.380000,0.0,Arrears,519
276,28,2025-01-14T17:09:49.380000,0.0,Arrears,489
277,28,2025-02-13T17:09:49.380000,0.0,Arrears,459
278,28,2025-03-15T17:09:49.380000,0.0,Arrears,429
279,28,2025-04-14T17:09:49.380000,0.0,Arrears,399
280,28,2025-05-14T17:09:49.380000,0.0,Arrears,369
281,28,2025-06-13T17:09:49.380000,0.0,Arrears,339
282,28,2025-07-13T17:09:49.380000,0.0,Arrears,309
283,28,2025-08-12T17:09:49.380000,0.0,Arrears,279
284,28,2025-09-11T17:09:49.380000,0.0,Arrears,249
285,28,2025-10-11T17:09:49.380000,0.0,Arrears,219
286,28,2025-11-10T17:09:49.380000,0.0,Arrears,189
287,28,2025-12-10T17:09:49.380000,0.0,Arrears,159
288,28,2026-01-09T17:09:49.380000,0.0,Arrears,129
289,28,2026-02-08T17:09:49.380000,0.0,Arrears,99
290,28,2026-03-10T17:09:49.380000,0.0,Arrears,69
291,29,2025-01-17T17:09:49.380000,0.0,Arrears,486
292,29,2025-02-16T17:09:49.380000,0.0,Arrears,456
293,30,2026-02-04T17:09:49.380000,0.0,Arrears,103
294,30,2026-03-06T17:09:49.380000,0.0,Arrears,73
295,30,2026-04-05T17:09:49.380000,0.0,Late,43
296,30,2026-05-05T17:09:49.380000,36356.674105884194,On-time,13
297,31,2025-07-08T17:09:49.382008,0.0,Arrears,314
298,31,2025-08-07T17:09:49.382008,0.0,Arrears,284
299,31,2025-09-06T17:09:49.382008,0.0,Arrears,254
300,31,2025-10-06T17:09:49.382008,0.0,Arrears,224
301,31,2025-11-05T17:09:49.382008,0.0,Arrears,194
302,31,2025-12-05T17:09:49.382008,0.0,Arrears,164
303,31,2026-01-04T17:09:49.382008,0.0,Arrears,134
304,31,2026-02-03T17:09:49.382008,0.0,Arrears,104
305,32,2024-06-06T17:09:49.382008,0.0,Arrears,711
306,32,2024-07-06T17:09:49.382008,0.0,Arrears,681
307,32,2024-08-05T17:09:49.382008,0.0,Arrears,651
308,32,2024-09-04T17:09:49.382008,0.0,Arrears,621
309,32,2024-10-04T17:09:49.382008,0.0,Arrears,591
310,32,2024-11-03T17:09:49.382008,0.0,Arrears,561
311,32,2024-12-03T17:09:49.382008,0.0,Arrears,531
312,32,2025-01-02T17:09:49.382008,0.0,Arrears,501
313,32,2025-02-01T17:09:49.382008,0.0,Arrears,471
314,32,2025-03-03T17:09:49.382008,0.0,Arrears,441
315,32,2025-04-02T17:09:49.382008,0.0,Arrears,411
316,32,2025-05-02T17:09:49.382008,0.0,Arrears,381
317,32,2025-06-01T17:09:49.382008,0.0,Arrears,351
318,32,2025-07-01T17:09:49.382008,0.0,Arrears,321
319,32,2025-07-31T17:09:49.382008,0.0,Arrears,291
320,32,2025-08-30T17:09:49.382008,0.0,Arrears,261
321,32,2025-09-29T17:09:49.382008,0.0,Arrears,231
322,32,2025-10-29T17:09:49.382008,0.0,Arrears,201
323,32,2025-11-28T17:09:49.382008,0.0,Arrears,171
324,32,2025-12-28T17:09:49.382008,0.0,Arrears,141
325,32,2026-01-27T17:09:49.382008,0.0,Arrears,111
326,32,2026-02-26T17:09:49.382008,0.0,Arrears,81
327,32,2026-03-28T17:09:49.382008,0.0,Late,51
328,32,2026-04-27T17:09:49.382008,17442.48358274277,On-time,21
329,33,2025-02-20T17:09:49.382008,0.0,Arrears,452
330,33,2025-03-22T17:09:49.382008,0.0,Arrears,422
331,33,2025-04-21T17:09:49.382008,0.0,Arrears,392
332,33,2025-05-21T17:09:49.382008,0.0,Arrears,362
333,33,2025-06-20T17:09:49.382008,0.0,Arrears,332
334,33,2025-07-20T17:09:49.382008,0.0,Arrears,302
335,34,2025-04-10T17:09:49.384017,0.0,Arrears,403
336,34,2025-05-10T17:09:49.384017,0.0,Arrears,373
337,34,2025-06-09T17:09:49.384017,0.0,Arrears,343
338,34,2025-07-09T17:09:49.384017,0.0,Arrears,313
339,34,2025-08-08T17:09:49.384017,0.0,Arrears,283
340,34,2025-09-07T17:09:49.384017,0.0,Arrears,253
341,34,2025-10-07T17:09:49.384017,0.0,Arrears,223
342,34,2025-11-06T17:09:49.384017,0.0,Arrears,193
343,34,2025-12-06T17:09:49.384017,0.0,Arrears,163
344,34,2026-01-05T17:09:49.384017,0.0,Arrears,133
345,34,2026-02-04T17:09:49.384017,0.0,Arrears,103
346,34,2026-03-06T17:09:49.384017,0.0,Arrears,73
347,34,2026-04-05T17:09:49.384017,0.0,Late,43
348,34,2026-05-05T17:09:49.384017,14212.015714483688,On-time,13
349,35,2024-09-09T17:09:49.384697,0.0,Arrears,616
350,35,2024-10-09T17:09:49.384697,0.0,Arrears,586
351,35,2024-11-08T17:09:49.384697,0.0,Arrears,556
352,35,2024-12-08T17:09:49.384697,0.0,Arrears,526
353,35,2025-01-07T17:09:49.384697,0.0,Arrears,496
354,35,2025-02-06T17:09:49.384697,0.0,Arrears,466
355,35,2025-03-08T17:09:49.384697,0.0,Arrears,436
356,35,2025-04-07T17:09:49.384697,0.0,Arrears,406
357,35,2025-05-07T17:09:49.384697,0.0,Arrears,376
358,35,2025-06-06T17:09:49.384697,0.0,Arrears,346
359,35,2025-07-06T17:09:49.384697,0.0,Arrears,316
360,35,2025-08-05T17:09:49.384697,0.0,Arrears,286
361,35,2025-09-04T17:09:49.384697,0.0,Arrears,256
362,35,2025-10-04T17:09:49.384697,0.0,Arrears,226
363,35,2025-11-03T17:09:49.384697,0.0,Arrears,196
364,35,2025-12-03T17:09:49.384697,0.0,Arrears,166
365,35,2026-01-02T17:09:49.384697,0.0,Arrears,136
366,35,2026-02-01T17:09:49.384697,0.0,Arrears,106
367,35,2026-03-03T17:09:49.384697,0.0,Arrears,76
368,35,2026-04-02T17:09:49.384697,0.0,Late,46
369,35,2026-05-02T17:09:49.384697,7964.013248228736,On-time,16
370,36,2025-03-12T17:09:49.388715,0.0,Arrears,432
371,36,2025-04-11T17:09:49.388715,0.0,Arrears,402
372,36,2025-05-11T17:09:49.388715,0.0,Arrears,372
373,36,2025-06-10T17:09:49.388715,0.0,Arrears,342
374,36,2025-07-10T17:09:49.388715,0.0,Arrears,312
375,36,2025-08-09T17:09:49.388715,0.0,Arrears,282
376,36,2025-09-08T17:09:49.388715,0.0,Arrears,252
377,36,2025-10-08T17:09:49.388715,0.0,Arrears,222
378,36,2025-11-07T17:09:49.388715,0.0,Arrears,192
379,36,2025-12-07T17:09:49.388715,0.0,Arrears,162
380,36,2026-01-06T17:09:49.388715,0.0,Arrears,132
381,36,2026-02-05T17:09:49.388715,0.0,Arrears,102
382,36,2026-03-07T17:09:49.388715,0.0,Arrears,72
383,36,2026-04-06T17:09:49.388715,0.0,Late,42
384,36,2026-05-06T17:09:49.388715,11864.25854345943,On-time,12
385,37,2024-10-04T17:09:49.388715,0.0,Arrears,591
386,37,2024-11-03T17:09:49.388715,0.0,Arrears,561
387,37,2024-12-03T17:09:49.388715,0.0,Arrears,531
388,37,2025-01-02T17:09:49.388715,0.0,Arrears,501
389,37,2025-02-01T17:09:49.388715,0.0,Arrears,471
390,37,2025-03-03T17:09:49.388715,0.0,Arrears,441
391,37,2025-04-02T17:09:49.388715,0.0,Arrears,411
392,37,2025-05-02T17:09:49.388715,0.0,Arrears,381
393,37,2025-06-01T17:09:49.388715,0.0,Arrears,351
394,37,2025-07-01T17:09:49.388715,0.0,Arrears,321
395,37,2025-07-31T17:09:49.388715,0.0,Arrears,291
396,37,2025-08-30T17:09:49.388715,0.0,Arrears,261
397,37,2025-09-29T17:09:49.388715,0.0,Arrears,231
398,38,2024-05-25T17:09:49.388715,0.0,Arrears,723
399,38,2024-06-24T17:09:49.388715,0.0,Arrears,693
400,38,2024-07-24T17:09:49.388715,0.0,Arrears,663
401,38,2024-08-23T17:09:49.388715,0.0,Arrears,633
402,38,2024-09-22T17:09:49.388715,0.0,Arrears,603
403,38,2024-10-22T17:09:49.388715,0.0,Arrears,573
404,38,2024-11-21T17:09:49.388715,0.0,Arrears,543
405,38,2024-12-21T17:09:49.388715,0.0,Arrears,513
406,38,2025-01-20T17:09:49.388715,0.0,Arrears,483
407,38,2025-02-19T17:09:49.388715,0.0,Arrears,453
408,38,2025-03-21T17:09:49.388715,0.0,Arrears,423
409,38,2025-04-20T17:09:49.388715,0.0,Arrears,393
410,38,2025-05-20T17:09:49.388715,0.0,Arrears,363
411,39,2025-07-30T17:09:49.388715,0.0,Arrears,292
412,39,2025-08-29T17:09:49.388715,0.0,Arrears,262
413,39,2025-09-28T17:09:49.388715,0.0,Arrears,232
414,39,2025-10-28T17:09:49.388715,0.0,Arrears,202
415,39,2025-11-27T17:09:49.388715,0.0,Arrears,172
416,39,2025-12-27T17:09:49.388715,0.0,Arrears,142
417,39,2026-01-26T17:09:49.388715,0.0,Arrears,112
418,39,2026-02-25T17:09:49.388715,0.0,Arrears,82
419,39,2026-03-27T17:09:49.388715,0.0,Late,52
420,39,2026-04-26T17:09:49.388715,6516.936620707447,On-time,22
421,40,2024-06-20T17:09:49.394032,0.0,Arrears,697
422,40,2024-07-20T17:09:49.394032,0.0,Arrears,667
423,40,2024-08-19T17:09:49.394032,0.0,Arrears,637
424,40,2024-09-18T17:09:49.394032,0.0,Arrears,607
425,40,2024-10-18T17:09:49.394032,0.0,Arrears,577
426,40,2024-11-17T17:09:49.394032,0.0,Arrears,547
427,40,2024-12-17T17:09:49.394032,0.0,Arrears,517
428,40,2025-01-16T17:09:49.394032,0.0,Arrears,487
429,40,2025-02-15T17:09:49.394032,0.0,Arrears,457
430,40,2025-03-17T17:09:49.394032,0.0,Arrears,427
431,40,2025-04-16T17:09:49.394032,0.0,Arrears,397
432,40,2025-05-16T17:09:49.394032,0.0,Arrears,367
433,40,2025-06-15T17:09:49.394032,0.0,Arrears,337
434,40,2025-07-15T17:09:49.394032,0.0,Arrears,307
435,40,2025-08-14T17:09:49.394032,0.0,Arrears,277
436,40,2025-09-13T17:09:49.394032,0.0,Arrears,247
437,40,2025-10-13T17:09:49.394032,0.0,Arrears,217
438,40,2025-11-12T17:09:49.394032,0.0,Arrears,187
439,40,2025-12-12T17:09:49.394032,0.0,Arrears,157
440,40,2026-01-11T17:09:49.394032,0.0,Arrears,127
441,40,2026-02-10T17:09:49.394032,0.0,Arrears,97
442,40,2026-03-12T17:09:49.394032,0.0,Arrears,67
443,40,2026-04-11T17:09:49.394032,0.0,Late,37
444,40,2026-05-11T17:09:49.394032,7668.725018504514,On-time,7
445,41,2024-10-14T17:09:49.396041,0.0,Arrears,581
446,41,2024-11-13T17:09:49.396041,0.0,Arrears,551
447,41,2024-12-13T17:09:49.396041,0.0,Arrears,521
448,41,2025-01-12T17:09:49.396041,0.0,Arrears,491
449,41,2025-02-11T17:09:49.396041,0.0,Arrears,461
